sum(PWGTP),SCHL_grouped,PINCP_adjusted
13,Pre-degree college,935000
35,Regular high school diploma,707000
34,GED or alternative credential,1072000
22,GED or alternative credential,766000
75,Masters degree,976000
77,GED or alternative credential,688000
28,Bachelors degree,1264000
48,Pre-diploma grade,752000
6,Pre-degree college,1031000
2,Regular high school diploma,1031000
12,Pre-diploma grade,636000
18,Pre-degree college,1163000
24,Regular high school diploma,885000
2,Pre-diploma grade,745000
7,Pre-degree college,1020000
33,Regular high school diploma,839000
19,Bachelors degree,1326000
22,Masters degree,1255000
9,Regular high school diploma,830000
15,Regular high school diploma,1049000
10,Pre-degree college,1118000
28,Masters degree,1134000
11,Pre-diploma grade,1043000
23,Associates degree,756000
16,Associates degree,852000
10,Associates degree,784000
28,Pre-diploma grade,1129000
10,Pre-degree college,921000
54,Regular high school diploma,687000
11,N/A,960000
11,N/A,1263000
12,Bachelors degree,1135000
8,Bachelors degree,1066000
10,Pre-degree college,842000
8,GED or alternative credential,537000
33,Pre-diploma grade,598000
14,Pre-diploma grade,628000
5,Pre-diploma grade,623000
9,Bachelors degree,1033000
19,Pre-degree college,1569000
6,Bachelors degree,1536000
34,GED or alternative credential,428000
25,GED or alternative credential,525000
10,Bachelors degree,1189000
33,N/A,971000
10,Pre-degree college,1008000
9,Associates degree,839000
10,Associates degree,1097000
9,Pre-degree college,860000
12,Bachelors degree,1555000
35,GED or alternative credential,658000
4,Masters degree,1214000
11,Pre-degree college,969000
14,N/A,836000
85,GED or alternative credential,600000
9,Masters degree,1185000
7,Bachelors degree,1265000
22,N/A,1196000
10,Regular high school diploma,1110000
31,Pre-diploma grade,1328000
10,N/A,1050000
16,Bachelors degree,1106000
18,GED or alternative credential,654000
6,GED or alternative credential,432000
14,Pre-diploma grade,713000
24,Regular high school diploma,1510000
2,GED or alternative credential,408000
16,Associates degree,856000
35,GED or alternative credential,1025000
1,Pre-diploma grade,864000
17,GED or alternative credential,646000
7,N/A,1059000
2,N/A,1222000
1,Pre-degree college,1462000
24,Associates degree,823000
15,Associates degree,1028000
10,N/A,911000
6,N/A,907000
25,Pre-degree college,1101000
9,Pre-diploma grade,649000
22,Pre-diploma grade,545000
12,Pre-diploma grade,953000
27459285,N/A,NA
751190,Regular high school diploma,41000
14066766,Pre-diploma grade,0
469972,Regular high school diploma,50000
211358,Masters degree,95000
929054,Regular high school diploma,2000
154497,Bachelors degree,92000
608751,Bachelors degree,52000
890660,Regular high school diploma,19000
552784,Pre-diploma grade,8000
129630,Masters degree,156000
865889,Pre-degree college,6000
15354,Masters degree,192000
464514,Pre-degree college,50000
932215,Regular high school diploma,28000
317321,Pre-degree college,83000
533373,Pre-diploma grade,17000
99255,Regular high school diploma,79000
503950,Bachelors degree,58000
683946,Pre-degree college,41000
323706,Bachelors degree,81000
81317,Regular high school diploma,116000
671122,Regular high school diploma,5000
750090,Pre-degree college,29000
653260,Pre-degree college,19000
151528,Masters degree,11000
319404,Pre-diploma grade,20000
856151,Regular high school diploma,6000
63881,Masters degree,124000
293663,Associates degree,41000
925394,Regular high school diploma,26000
715117,Pre-diploma grade,3000
956176,Pre-degree college,2000
507510,Pre-degree college,57000
239461,Pre-degree college,54000
222935,Pre-degree college,75000
308903,Bachelors degree,60000
115348,Masters degree,32000
711077,Pre-degree college,26000
288449,Associates degree,29000
64960,Associates degree,111000
947231,Regular high school diploma,29000
3948,N/A,192000
141012,Masters degree,55000
720944,Pre-degree college,28000
388758,Bachelors degree,51000
28452,GED or alternative credential,72000
361495,Bachelors degree,10000
21419,N/A,167000
380238,Pre-degree college,44000
226594,Regular high school diploma,54000
191230,N/A,11000
149463,Pre-degree college,91000
219947,Associates degree,19000
207317,Bachelors degree,97000
128072,Pre-degree college,79000
76598,Bachelors degree,133000
31618,Masters degree,149000
722389,Pre-degree college,5000
124435,Pre-degree college,76000
40540,Regular high school diploma,115000
131067,Masters degree,38000
163862,GED or alternative credential,21000
117684,Bachelors degree,178000
278477,Pre-diploma grade,30000
167227,Associates degree,44000
6061,Pre-diploma grade,-1000
68,Masters degree,1133000
136675,Bachelors degree,108000
912,Bachelors degree,681000
186768,Regular high school diploma,75000
250587,Associates degree,57000
79169,Associates degree,87000
228696,Pre-diploma grade,35000
3181,N/A,244000
131047,Masters degree,103000
90616,Pre-degree college,101000
189998,GED or alternative credential,13000
123026,Bachelors degree,102000
30704,Bachelors degree,197000
177072,Bachelors degree,139000
16860,Associates degree,131000
107192,Pre-degree college,116000
1982,Bachelors degree,408000
7063,N/A,149000
41036,Pre-degree college,148000
102791,Pre-degree college,84000
5284,Bachelors degree,436000
25461,Bachelors degree,175000
165398,Associates degree,5000
84933,Pre-diploma grade,63000
115678,Pre-degree college,111000
12540,Masters degree,256000
4611,Associates degree,195000
1690,Pre-degree college,295000
259347,Associates degree,26000
110899,Regular high school diploma,87000
265842,Associates degree,28000
82307,Bachelors degree,112000
433790,Pre-diploma grade,15000
272096,Regular high school diploma,83000
7440,Associates degree,153000
176634,Bachelors degree,85000
4912,Bachelors degree,371000
487269,Regular high school diploma,57000
420258,Bachelors degree,71000
122656,Associates degree,64000
526051,Pre-diploma grade,4000
24732,Bachelors degree,212000
73051,Regular high school diploma,84000
113355,N/A,14000
239720,Pre-degree college,64000
350752,Bachelors degree,22000
122157,GED or alternative credential,27000
39548,N/A,38000
7886,N/A,184000
211705,Bachelors degree,107000
98052,Masters degree,96000
112749,Regular high school diploma,91000
157348,Masters degree,14000
180675,Associates degree,83000
111792,Masters degree,167000
107983,GED or alternative credential,46000
222209,Associates degree,50000
61396,Pre-degree college,115000
51414,N/A,56000
57494,Pre-degree college,130000
392103,Regular high school diploma,44000
64681,Regular high school diploma,101000
33388,N/A,95000
113546,Associates degree,54000
81097,Associates degree,91000
258837,Masters degree,56000
401,Regular high school diploma,610000
23625,N/A,55000
211369,Regular high school diploma,64000
113095,Pre-degree college,99000
17719,Bachelors degree,334000
66957,Bachelors degree,223000
210959,Associates degree,6000
6731,Masters degree,247000
216219,Associates degree,2000
117,Associates degree,641000
2617,Masters degree,447000
261972,Bachelors degree,77000
8111,Masters degree,576000
50586,Masters degree,200000
3113,Pre-degree college,224000
25863,Associates degree,134000
124110,Associates degree,75000
545,Regular high school diploma,558000
70648,Associates degree,79000
19181,Regular high school diploma,131000
46111,N/A,32000
332,GED or alternative credential,225000
791,Regular high school diploma,283000
7197,N/A,158000
29864,Masters degree,158000
35072,Masters degree,209000
5411,Masters degree,356000
100349,Regular high school diploma,76000
3334,Masters degree,351000
177,Bachelors degree,851000
134590,GED or alternative credential,31000
48067,Pre-degree college,134000
3570,Regular high school diploma,201000
1271,N/A,259000
33991,Regular high school diploma,130000
13881,Pre-degree college,153000
8109,Pre-degree college,213000
1894,Associates degree,214000
5013,Masters degree,294000
17883,GED or alternative credential,69000
976,Bachelors degree,605000
803,Pre-degree college,558000
4411,N/A,183000
29,Masters degree,1350000
26253,Bachelors degree,193000
171673,GED or alternative credential,12000
6362,N/A,198000
22937,Bachelors degree,290000
20425,Associates degree,148000
59848,Masters degree,143000
67167,Masters degree,160000
48360,Associates degree,101000
7471,Bachelors degree,390000
8781,Masters degree,281000
50083,GED or alternative credential,68000
12301,Bachelors degree,266000
53672,Bachelors degree,157000
30799,Pre-degree college,131000
1374,Regular high school diploma,287000
2066,Masters degree,374000
658,N/A,563000
35588,Masters degree,184000
7282,Associates degree,147000
15926,N/A,96000
3214,Bachelors degree,561000
138486,Pre-degree college,87000
153,Associates degree,482000
23703,N/A,103000
3013,GED or alternative credential,154000
8727,GED or alternative credential,125000
15044,Pre-degree college,147000
1889,Pre-degree college,275000
16679,Masters degree,251000
698,Pre-degree college,454000
12554,GED or alternative credential,114000
26259,Masters degree,296000
59256,Associates degree,116000
55480,Associates degree,84000
78704,Regular high school diploma,99000
4768,Masters degree,298000
263,Pre-degree college,569000
15264,Bachelors degree,199000
25088,N/A,156000
12283,N/A,143000
177,Masters degree,877000
798,Bachelors degree,627000
36802,GED or alternative credential,78000
1052,Regular high school diploma,224000
66952,Associates degree,76000
9026,Bachelors degree,272000
32728,Masters degree,203000
31861,Masters degree,198000
4620,Masters degree,260000
81775,Regular high school diploma,111000
202,N/A,695000
4103,Masters degree,433000
41106,Pre-diploma grade,61000
29406,Associates degree,130000
28275,GED or alternative credential,62000
4229,Pre-degree college,214000
5741,Bachelors degree,443000
10454,Masters degree,662000
5481,Masters degree,286000
4403,Bachelors degree,277000
3803,Masters degree,726000
20027,Masters degree,183000
18925,Bachelors degree,239000
8573,Bachelors degree,308000
1164,Masters degree,707000
658,Regular high school diploma,516000
3680,Bachelors degree,566000
7806,N/A,209000
1401,Pre-degree college,287000
33529,Bachelors degree,152000
3175,Associates degree,217000
654,Bachelors degree,758000
63314,Associates degree,99000
107,Regular high school diploma,569000
406,N/A,578000
5478,Masters degree,259000
16107,Masters degree,210000
1491,Associates degree,285000
7160,Pre-degree college,201000
291,N/A,577000
413,Bachelors degree,923000
1008,Masters degree,737000
241,Associates degree,507000
35072,Associates degree,115000
6383,Bachelors degree,263000
39849,Pre-diploma grade,89000
412,Regular high school diploma,510000
1135,Pre-diploma grade,181000
292,Bachelors degree,786000
3108,Masters degree,376000
708,Bachelors degree,613000
5898,Masters degree,265000
2665,Masters degree,329000
900,Associates degree,-6000
9926,Pre-degree college,163000
5748,Regular high school diploma,163000
2897,Masters degree,563000
259,N/A,584000
2562,Regular high school diploma,202000
1605,Bachelors degree,450000
341,GED or alternative credential,554000
1433,Pre-degree college,343000
15062,N/A,160000
6114,GED or alternative credential,106000
2795,N/A,227000
8546,Bachelors degree,243000
5512,Bachelors degree,706000
425,N/A,572000
22230,Regular high school diploma,148000
4944,N/A,296000
607,Regular high school diploma,468000
7293,Bachelors degree,273000
223,N/A,637000
9172,GED or alternative credential,118000
188,Pre-diploma grade,362000
2567,Bachelors degree,409000
13336,Bachelors degree,226000
1627,Masters degree,584000
7474,Regular high school diploma,153000
4759,Pre-diploma grade,145000
155,Pre-diploma grade,483000
19,GED or alternative credential,638000
31325,Regular high school diploma,134000
3200,Pre-degree college,285000
1945,Bachelors degree,734000
335,Associates degree,552000
5948,Masters degree,297000
2796,Masters degree,389000
3406,Bachelors degree,349000
4312,Bachelors degree,304000
6661,Masters degree,782000
2983,Regular high school diploma,204000
4349,Masters degree,535000
4029,Bachelors degree,499000
13457,Bachelors degree,342000
2435,Bachelors degree,428000
4776,Bachelors degree,418000
1209,Pre-degree college,449000
3001,Masters degree,547000
31,Regular high school diploma,911000
3047,Masters degree,333000
85,Associates degree,727000
785,GED or alternative credential,159000
2806,Pre-diploma grade,146000
1755,Bachelors degree,567000
9666,N/A,200000
1002,Masters degree,708000
1444,GED or alternative credential,135000
880,Regular high school diploma,552000
5006,Bachelors degree,383000
612,Pre-degree college,394000
10144,Regular high school diploma,147000
4867,Bachelors degree,406000
803,Pre-degree college,507000
462,Regular high school diploma,470000
5949,Bachelors degree,291000
6622,Regular high school diploma,195000
3154,Pre-degree college,240000
6,Masters degree,1193000
1699,Masters degree,720000
949,N/A,494000
1963,Bachelors degree,432000
11960,Masters degree,227000
994,Masters degree,695000
10872,Pre-degree college,195000
1123,Masters degree,756000
519,Pre-degree college,610000
826,Bachelors degree,847000
1873,Pre-diploma grade,166000
1033,Bachelors degree,717000
3825,Pre-degree college,-6000
31,Associates degree,1131000
220,Associates degree,401000
992,Masters degree,857000
693,Associates degree,314000
417,Bachelors degree,691000
1683,Masters degree,599000
292,Bachelors degree,1025000
1941,Bachelors degree,402000
3289,N/A,251000
5801,Pre-diploma grade,142000
2270,Bachelors degree,425000
550,N/A,351000
3439,Pre-diploma grade,174000
1132,Bachelors degree,487000
4367,Associates degree,163000
842,Regular high school diploma,521000
